protocol,nUavs,mobility,seed,simTime,pdr,pdr_source,totalGenerated,totalDelivered,flowMonitorDelivered,flowMonitorLost,avgDelay,throughput,avgAoI,ctrlOverhead,energyPerBit,brr,broadcasts,suppressed,totalEnergy,byzFraction,byzantineDrops,dataReceptions,duplicateReceptions,uniquePacketsSeen,rebroadcasts,rebroadcastSuppressions,redundancyRatio,savedRebroadcastRatio,broadcastPathLength,emergencyForwarded,emergencySuppressed,emergencyNonSuppressionRate
cb,20,rpgm,3002,30,96.6044,app,589,569,0,0,0.186292,48.5717,918.355,74.8599,341.95,4166,4166,8421,498.273,0.2,1095,106119,95159,10960,2083,7782,89.672,78.8849,0.145463,249,1163,17.6346
