protocol,nUavs,mobility,seed,simTime,pdr,pdr_source,totalGenerated,totalDelivered,flowMonitorDelivered,flowMonitorLost,avgDelay,throughput,avgAoI,ctrlOverhead,energyPerBit,brr,broadcasts,suppressed,totalEnergy,byzFraction
astro,20,rpgm,3001,30,48.524,app,542,263,0,0,7.78707,21.5893,1299.13,75.9027,763.261,1920,1920,630,494.349,0
