n20_rpgm_s3004_bz0.0	OK
n20_rpgm_s3005_bz0.0	OK
n20_rpgm_s3006_bz0.0	OK
n20_gm3d_s3001_bz0.2	OK
n20_gm3d_s3002_bz0.2	OK
n20_gm3d_s3003_bz0.2	OK
n20_rpgm_s3001_bz0.2	OK
n20_rpgm_s3002_bz0.2	OK
n20_rpgm_s3003_bz0.2	FAIL
