protocol,nUavs,mobility,seed,simTime,pdr,pdr_source,totalGenerated,totalDelivered,flowMonitorDelivered,flowMonitorLost,avgDelay,throughput,avgAoI,ctrlOverhead,energyPerBit,brr,broadcasts,suppressed,totalEnergy,byzFraction
astro,10,gm3d,3002,30,84.1584,app,303,255,215,32,0.223529,20.9067,950.461,74.8599,393.569,798,798,341,246.846,0
