protocol,nUavs,mobility,seed,simTime,pdr,pdr_source,totalGenerated,totalDelivered,flowMonitorDelivered,flowMonitorLost,avgDelay,throughput,avgAoI,ctrlOverhead,energyPerBit,brr,broadcasts,suppressed,totalEnergy,byzFraction,byzantineDrops,dataReceptions,duplicateReceptions,uniquePacketsSeen,rebroadcasts,rebroadcastSuppressions,redundancyRatio,savedRebroadcastRatio,broadcastPathLength,emergencyForwarded,emergencySuppressed,emergencyNonSuppressionRate,__source
sba,20,rpgm,3005,30,95.0877,app,570,542,0,0,0.896679,45.8411,962.038,75.5606,366.428,19106,19106,641,503.924,0.1,506,175963,165903,10060,9553,1,94.2829,0.0104668,0.129697,1100,1,99.9092,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sba_n20_rpgm_s3005_bz0.1/sba_n20_rpgm_s3005_bz10.csv
sba,20,rpgm,3005,30,95.2632,app,570,543,0,0,0.832413,45.5339,951.233,75.613,368.824,18684,18684,641,503.82,0.2,1037,175306,164926,10380,9342,1,94.0789,0.0107032,0.130914,970,1,99.897,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sba_n20_rpgm_s3005_bz0.2/sba_n20_rpgm_s3005_bz20.csv
sf,20,gm3d,3001,30,93.8053,app,565,530,0,0,0.769811,46.2848,983.733,75.1309,361.006,19488,19488,652,501.273,0.1,536,151438,141158,10280,9744,0,93.2117,0,0.150862,805,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_gm3d_s3001_bz0.1/sf_n20_gm3d_s3001_bz10.csv
sf,20,gm3d,3001,30,95.4306,app,569,543,0,0,0.815838,47.9232,961.738,74.7508,348.791,18792,18792,652,501.456,0.2,1024,151591,141171,10420,9396,0,93.1262,0,0.155917,1068,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_gm3d_s3001_bz0.2/sf_n20_gm3d_s3001_bz20.csv
sf,20,gm3d,3002,30,94.5896,app,536,507,0,0,0.771203,43.9125,1037.21,76.2278,380.431,18272,18272,638,501.17,0.1,486,152692,143070,9622,9136,0,93.6984,0,0.166594,840,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_gm3d_s3002_bz0.1/sf_n20_gm3d_s3002_bz10.csv
sf,20,gm3d,3002,30,94.4938,app,563,532,0,0,0.798872,46.7797,970.143,75.105,357.32,18452,18452,638,501.459,0.2,1038,155946,145682,10264,9226,0,93.4182,0,0.169846,1067,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_gm3d_s3002_bz0.2/sf_n20_gm3d_s3002_bz20.csv
sf,20,gm3d,3003,30,95.5172,app,580,554,0,0,0.864621,48.1963,930.195,74.6932,346.856,19804,19804,640,501.515,0.1,518,156232,145812,10420,9902,0,93.3304,0,0.130782,929,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_gm3d_s3003_bz0.1/sf_n20_gm3d_s3003_bz10.csv
sf,20,gm3d,3003,30,94.4547,app,541,511,0,0,0.747554,43.4517,1014.66,76.4551,384.292,17628,17628,640,500.945,0.2,967,150025,140244,9781,8814,0,93.4804,0,0.131042,978,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_gm3d_s3003_bz0.2/sf_n20_gm3d_s3003_bz20.csv
sf,20,gm3d,3004,30,94.5614,app,570,539,0,0,0.766234,44.4757,960.287,75.9159,375.659,19094,19094,639,501.231,0.1,475,156325,146303,10022,9547,0,93.589,0,0.149157,898,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_gm3d_s3004_bz0.1/sf_n20_gm3d_s3004_bz10.csv
sf,20,gm3d,3004,30,94.5205,app,584,552,0,0,0.724638,45.5509,940.987,75.613,367.024,18884,18884,639,501.549,0.2,1044,159469,148983,10486,9442,0,93.4244,0,0.149227,888,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_gm3d_s3004_bz0.2/sf_n20_gm3d_s3004_bz20.csv
sf,20,gm3d,3005,30,94.5355,app,549,519,0,0,1.03468,44.6635,1001.54,76.0682,374.222,18992,18992,647,501.421,0.1,484,156289,146309,9980,9496,0,93.6144,0,0.158382,895,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_gm3d_s3005_bz0.1/sf_n20_gm3d_s3005_bz10.csv
sf,20,gm3d,3005,30,95.2632,app,570,543,0,0,0.893186,47.5648,954.535,74.9114,351.398,18464,18464,647,501.425,0.2,1011,154892,144649,10243,9232,0,93.387,0,0.141789,843,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_gm3d_s3005_bz0.2/sf_n20_gm3d_s3005_bz20.csv
sf,20,rpgm,3001,30,94.5035,app,564,533,0,0,0.893058,46.2677,970.788,75.4103,360.92,19022,19022,635,500.968,0.1,509,146470,136450,10020,9511,0,93.159,0,0.155084,933,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_rpgm_s3001_bz0.1/sf_n20_rpgm_s3001_bz10.csv
sf,20,rpgm,3001,30,95.0178,app,562,534,0,0,0.874532,46.8651,974.967,75.2866,356.245,18284,18284,635,500.864,0.2,1046,144879,134691,10188,9142,0,92.9679,0,0.14242,749,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_rpgm_s3001_bz0.2/sf_n20_rpgm_s3001_bz20.csv
sf,20,rpgm,3002,30,94.5133,app,565,534,0,0,1.00187,47.7696,969.049,74.8021,350.185,19616,19616,639,501.846,0.1,516,156522,146198,10324,9808,0,93.4041,0,0.147533,1079,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_rpgm_s3002_bz0.1/sf_n20_rpgm_s3002_bz10.csv
sf,20,rpgm,3002,30,95.1014,app,592,563,0,0,0.91119,47.9061,935.576,74.8792,349.11,19312,19312,639,501.736,0.2,1084,158606,147866,10740,9656,0,93.2285,0,0.148302,1121,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_rpgm_s3002_bz0.2/sf_n20_rpgm_s3002_bz20.csv
sf,20,rpgm,3003,30,94.6043,app,556,526,0,0,1.08175,44.7488,975.196,76.1081,373.487,19164,19164,628,501.393,0.1,502,153952,143868,10084,9582,0,93.4499,0,0.115529,930,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_rpgm_s3003_bz0.1/sf_n20_rpgm_s3003_bz10.csv
sf,20,rpgm,3003,30,94.7552,app,572,542,0,0,0.835793,46.2848,948.41,75.4625,361.179,18966,18966,628,501.513,0.2,1037,155301,144781,10520,9483,0,93.2261,0,0.0935358,904,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_rpgm_s3003_bz0.2/sf_n20_rpgm_s3003_bz20.csv
sf,20,rpgm,3004,30,94.5486,app,587,555,0,0,1.16577,49.5957,940.596,73.9394,337.304,20120,20120,635,501.864,0.1,520,155240,144660,10580,10060,0,93.1847,0,0.157256,750,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_rpgm_s3004_bz0.1/sf_n20_rpgm_s3004_bz10.csv
sf,20,rpgm,3004,30,94.7189,app,587,556,0,0,1.05935,48.4181,941.075,74.3049,345.336,19296,19296,635,501.616,0.2,1055,154098,143395,10703,9648,0,93.0544,0,0.128109,757,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_rpgm_s3004_bz0.2/sf_n20_rpgm_s3004_bz20.csv
sf,20,rpgm,3005,30,95,app,580,551,0,0,0.932849,45.1072,939.154,75.7378,370.681,20118,20118,640,501.612,0.1,541,160160,149560,10600,10059,0,93.3816,0,0.126056,1390,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_rpgm_s3005_bz0.1/sf_n20_rpgm_s3005_bz10.csv
sf,20,rpgm,3005,30,95.0257,app,583,554,0,0,0.929603,46.7115,926.33,75.0339,358.071,19004,19004,640,501.781,0.2,1058,157266,146706,10560,9502,0,93.2853,0,0.119343,1257,0,100,ns-allinone-3.29/ns-3.29/results/corrected-security-campaign/sf_n20_rpgm_s3005_bz0.2/sf_n20_rpgm_s3005_bz20.csv
